Ad_ID,Campaign_Name,Clicks,Impressions,Impressions per conversion,Cost,Conversions,Cost per conversion,Leads,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A2056,DataAnalyticsCourse,191,5227,871.17,$204.87,6,$34.15,26,,"$1,605",2024/11/20,Hyderbad,MOBILE,data analytics course
A2057,Data Analytcis Course,172,4850,1212.50,$242.33,4,$60.58,27,0.023,"$1,391",2024/11/21,Hyderbad,tablet,data analitics online
A2058,DataAnalyticsCourse,143,5314,590.44,$222.14,9,$24.68,21,0.063,,22-11-2024,hyderabad,Tablet,learn data analytics
A2059,Data Analytcis Course,110,4394,1464.67,$194.23,3,$64.74,28,0.027,"$1,394",2024-11-25,hydrebad,TABLET,analytics for data
A2060,Data Anlytics Corse,119,5820,582.00,$196.42,10,$19.64,11,0.084,"$1,707",22-11-2024,hydrebad,TABLET,learn data analytics
A2061,Data Anlytics Corse,178,5328,592.00,$201.90,9,$22.43,20,0.051,"$1,452",21-11-2024,hyderabad,Mobile,data analytics course
A2062,Data Analytcis Course,,3557,889.25,$190.84,4,$47.71,17,,"$1,925",28-11-2024,hydrebad,desktop,data analitics online
A2063,Data Analytics Corse,95,4050,810.00,$234.79,5,$46.96,20,,"$1,783",18-11-2024,hyderabad,MOBILE,data analitics online
A2064,Data Analytics Corse,198,3575,1191.67,$224.07,3,$74.69,13,,"$1,070",2024/11/09,Hyderbad,DESKTOP,data analitics online
A2065,Data Anlytics Corse,134,5570,1392.50,$233.77,4,$58.44,15,0.03,"$1,101",2024/11/27,hyderabad,mobile,data analytics course
A2066,Data Analytcis Course,83,4883,488.30,$228.30,10,$22.83,29,,"$1,456",2024-11-07,hydrebad,mobile,learn data analytics
A2067,Data Analytcis Course,187,4753,1584.33,$236.03,3,$78.68,13,0.054,"$1,906",2024-11-18,hydrebad,DESKTOP,data analitics online
A2068,Data Anlytics Corse,81,5653,706.63,$245.33,8,$30.67,23,0.099,"$1,248",2024-11-26,hyderabad,Mobile,data analitics online
A2069,DataAnalyticsCourse,144,5750,718.75,$184.37,8,$23.05,19,0.056,"$1,098",2024/11/26,hydrebad,Desktop,learn data analytics
A2070,Data Analytcis Course,161,5766,720.75,$221.93,8,$27.74,10,0.05,"$1,830",2024/11/13,hydrebad,Tablet,online data analytic
A2071,Data Anlytics Corse,90,4424,1106.00,$219.77,4,$54.94,10,,"$1,396",08-11-2024,Hyderbad,Desktop,data analitics online
A2072,Data Analytics Corse,128,5043,630.38,$231.72,8,$28.97,26,0.062,"$1,508",2024-11-26,HYDERABAD,TABLET,analytics for data
A2073,Data Analytcis Course,195,4529,647.00,$200.36,7,$28.62,25,0.034,"$1,343",2024-11-30,Hyderbad,TABLET,data anaytics training
A2074,Data Analytcis Course,160,5751,1437.75,,4,0,28,0.04,"$1,802",2024-11-22,HYDERABAD,Mobile,learn data analytics
A2075,DataAnalyticsCourse,176,4518,451.80,$237.95,10,$23.80,17,0.057,"$1,933",2024-11-11,HYDERABAD,desktop,analytics for data
A2076,Data Analytcis Course,157,5201,650.13,$228.72,8,$28.59,14,0.051,"$1,458",2024/11/09,hyderabad,mobile,data analitics online
A2077,DataAnalyticsCourse,104,4735,789.17,$233.95,6,$38.99,19,0.058,"$1,493",2024/11/23,hyderabad,MOBILE,learn data analytics
A2078,Data Analytcis Course,117,3014,#DIV/0!,$242.24,,#DIV/0!,12,,"$1,432",29-11-2024,HYDERABAD,Mobile,learn data analytics
A2079,Data Anlytics Corse,138,5506,917.67,$192.89,6,$32.15,27,0.043,"$1,261",2024-11-02,hydrebad,tablet,learn data analytics
A2080,Data Analytcis Course,84,3758,751.60,$232.56,5,$46.51,26,0.06,"$1,384",06-11-2024,Hyderbad,DESKTOP,data analytics course
A2081,Data Analytcis Course,102,4460,743.33,$182.23,6,$30.37,15,0.059,"$1,849",14-11-2024,HYDERABAD,TABLET,data analitics online
A2082,Data Anlytics Corse,122,5518,1839.33,$202.00,3,$67.33,27,0.025,"$1,884",11-11-2024,hydrebad,tablet,analytics for data
A2083,Data Analytics Corse,198,5542,554.20,$234.62,10,$23.46,10,0.051,"$1,605",2024/11/27,HYDERABAD,Tablet,online data analytic
A2084,Data Analytics Corse,152,5678,1419.50,$204.41,4,$51.10,22,,"$1,794",20-11-2024,hydrebad,desktop,online data analytic
A2085,DataAnalyticsCourse,147,4608,768.00,$180.04,6,$30.01,20,0.041,"$1,351",21-11-2024,hydrebad,desktop,data analitics online
A2086,Data Analytics Corse,108,5448,544.80,$230.17,10,$23.02,12,0.052,"$1,039",2024-11-19,hyderabad,DESKTOP,data analytics course
A2087,Data Anlytics Corse,137,5261,1052.20,$196.48,5,$39.30,23,0.036,"$1,227",2024-11-26,Hyderbad,Tablet,data anaytics training
A2088,Data Analytics Corse,131,,0.00,$209.38,9,$23.26,16,0.069,"$1,645",2024-11-12,hydrebad,Mobile,data analitics online
A2089,Data Analytcis Course,80,3760,940.00,$236.82,4,$59.21,13,0.05,"$1,927",2024-11-21,Hyderbad,Desktop,learn data analytics
A2090,Data Analytics Corse,114,4157,593.86,$248.56,7,$35.51,10,0.061,"$1,671",2024-11-10,hyderabad,DESKTOP,analytics for data
A2091,Data Anlytics Corse,123,4580,654.29,$223.00,7,$31.86,15,0.057,"$1,614",18-11-2024,hydrebad,mobile,analytics for data
A2092,Data Analytcis Course,168,4068,813.60,$233.54,5,$46.71,23,0.03,"$1,636",2024-11-27,hyderabad,MOBILE,analytics for data
A2093,Data Anlytics Corse,180,3072,341.33,$218.47,9,$24.27,28,0.05,"$1,200",06-11-2024,HYDERABAD,Mobile,learn data analytics
A2094,Data Anlytics Corse,117,5379,1793.00,$240.68,3,$80.23,18,0.038,"$1,361",2024/11/06,hyderabad,Tablet,analytics for data
A2095,Data Anlytics Corse,103,4885,488.50,$221.05,10,$22.11,21,0.097,,2024-11-25,Hyderbad,Mobile,online data analytic
A2096,Data Analytics Corse,140,5859,651.00,$211.08,9,$23.45,26,0.064,"$1,276",2024-11-15,hyderabad,DESKTOP,data anaytics training
A2097,Data Analytcis Course,158,4574,571.75,$198.90,8,$24.86,21,,"$1,706",04-11-2024,HYDERABAD,desktop,learn data analytics
A2098,Data Anlytics Corse,162,5911,844.43,$232.03,7,$33.15,12,0.043,"$1,613",09-11-2024,Hyderbad,tablet,data analitics online
A2099,Data Anlytics Corse,122,3440,1146.67,$206.78,3,$68.93,20,0.025,"$1,222",2024/11/24,Hyderbad,tablet,online data analytic
A2100,Data Analytcis Course,89,4319,431.90,$198.79,10,$19.88,23,0.112,"$1,980",16-11-2024,Hyderbad,mobile,learn data analytics
A2101,DataAnalyticsCourse,119,3956,791.20,$188.53,5,$37.71,20,0.044,"$1,311",15-11-2024,Hyderbad,TABLET,data anaytics training
A2102,Data Anlytics Corse,155,4220,1406.67,$200.81,3,$66.94,20,0.019,"$1,199",30-11-2024,HYDERABAD,Mobile,data analytics course
A2103,Data Analytcis Course,,3692,923.00,$243.60,4,$60.90,30,,"$1,954",2024-11-01,Hyderbad,mobile,analytics for data
A2104,Data Analytics Corse,179,4188,465.33,$231.23,9,$25.69,25,0.05,"$1,936",19-11-2024,hyderabad,Mobile,online data analytic
A2105,Data Anlytics Corse,194,,#DIV/0!,$217.93,,#DIV/0!,29,,"$1,457",2024/11/25,hydrebad,Mobile,data analytics course
A2106,DataAnalyticsCourse,101,3401,1133.67,$194.12,3,$64.71,27,0.03,"$1,721",2024-11-11,Hyderbad,Mobile,learn data analytics
A2107,DataAnalyticsCourse,110,3382,563.67,$249.88,6,$41.65,17,0.044,"$1,327",2024/11/22,hydrebad,mobile,learn data analytics
A2108,DataAnalyticsCourse,179,5366,596.22,$204.50,9,$22.72,20,0.05,"$1,510",22-11-2024,Hyderbad,Tablet,data analitics online
A2109,Data Analytcis Course,193,4611,461.10,$197.28,10,$19.73,27,0.034,"$1,701",29-11-2024,Hyderbad,MOBILE,data analytics course
A2110,Data Analytcis Course,188,4447,555.88,$234.18,8,$29.27,14,0.045,"$1,449",2024-11-17,Hyderbad,Mobile,analytics for data
A2111,Data Analytics Corse,,4075,582.14,$211.41,7,$30.20,11,,"$1,764",2024/11/08,HYDERABAD,TABLET,data analitics online
A2112,Data Analytcis Course,177,4230,1057.50,$213.46,4,$53.37,15,0.023,"$1,389",2024-11-06,hyderabad,Desktop,analytics for data
A2113,Data Anlytics Corse,152,3729,532.71,$214.23,7,$30.60,22,0.047,"$2,000",20-11-2024,HYDERABAD,tablet,analytics for data
A2114,Data Anlytics Corse,168,4710,523.33,$214.49,9,$23.83,15,0.054,"$1,466",24-11-2024,hydrebad,MOBILE,data anaytics training
A2115,Data Analytics Corse,171,5332,1777.33,$229.69,3,$76.56,11,0.018,"$1,685",03-11-2024,HYDERABAD,Mobile,data analytics course
A2116,DataAnalyticsCourse,150,3833,383.30,$202.55,10,$20.26,29,,"$1,509",10-11-2024,Hyderbad,tablet,learn data analytics
A2117,Data Analytics Corse,,4833,537.00,$193.96,9,$21.55,23,,"$1,987",2024-11-16,HYDERABAD,mobile,online data analytic
A2118,Data Analytcis Course,174,4720,472.00,,10,0,25,,"$1,209",21-11-2024,HYDERABAD,Tablet,analytics for data
A2119,Data Anlytics Corse,127,3131,#DIV/0!,$227.93,,#DIV/0!,24,,"$1,571",14-11-2024,hyderabad,desktop,data anaytics training
A2120,DataAnalyticsCourse,148,5147,1286.75,$244.42,4,$61.11,18,0.045,"$1,348",30-11-2024,hydrebad,desktop,data analitics online
A2121,DataAnalyticsCourse,112,5288,528.80,$246.27,10,$24.63,26,0.089,,2024/11/10,Hyderbad,MOBILE,data anaytics training
A2122,Data Anlytics Corse,184,3908,558.29,$240.68,7,$34.38,15,,"$1,332",2024-11-23,hyderabad,Tablet,analytics for data
A2123,Data Anlytics Corse,116,3380,375.56,$196.75,9,$21.86,23,0.033,"$1,434",2024-11-06,HYDERABAD,Mobile,analytics for data
A2124,Data Analytcis Course,152,3948,789.60,$189.73,5,$37.95,17,0.053,"$1,851",2024-11-26,hyderabad,mobile,analytics for data
A2125,Data Analytcis Course,197,3741,415.67,$210.33,9,$23.37,24,0.046,"$1,883",26-11-2024,hydrebad,DESKTOP,data analytics course
A2126,Data Anlytics Corse,115,5836,972.67,$233.52,6,$38.92,21,0.052,"$1,301",2024-11-08,HYDERABAD,MOBILE,learn data analytics
A2127,Data Anlytics Corse,192,3381,483.00,$219.26,7,$31.32,28,0.036,"$1,377",2024/11/15,hydrebad,mobile,online data analytic
A2128,Data Anlytics Corse,88,5781,963.50,$246.82,6,$41.14,21,0.057,"$1,020",2024-11-25,Hyderbad,Tablet,data analitics online
A2129,Data Anlytics Corse,134,4707,588.38,$239.90,8,$29.99,29,0.06,"$1,383",2024/11/24,HYDERABAD,MOBILE,learn data analytics
A2130,DataAnalyticsCourse,160,5611,561.10,$216.65,10,$21.67,21,0.047,"$1,714",30-11-2024,hyderabad,TABLET,learn data analytics
A2131,Data Analytics Corse,195,3174,453.43,$218.06,7,$31.15,12,0.036,"$1,476",25-11-2024,Hyderbad,Mobile,online data analytic
A2132,Data Analytics Corse,142,5076,725.14,$190.49,7,$27.21,22,0.049,"$1,509",2024/11/20,hydrebad,mobile,learn data analytics
A2133,Data Analytcis Course,81,5942,#DIV/0!,$236.07,,#DIV/0!,15,,"$1,288",12-11-2024,hydrebad,DESKTOP,online data analytic
A2134,Data Analytics Corse,,4234,1058.50,$201.93,4,$50.48,16,,"$1,462",2024/11/25,Hyderbad,MOBILE,analytics for data
A2135,Data Analytcis Course,115,3963,440.33,$225.32,9,$25.04,22,0.078,"$1,622",01-11-2024,hyderabad,Desktop,data analitics online
A2136,Data Analytics Corse,172,4349,869.80,$243.53,5,$48.71,28,0.049,"$1,195",2024-11-13,Hyderbad,Tablet,online data analytic
A2137,Data Anlytics Corse,91,5294,756.29,$245.21,7,$35.03,21,,"$1,227",2024/11/26,hyderabad,DESKTOP,online data analytic
A2138,Data Analytics Corse,166,5381,768.71,$246.52,7,$35.22,21,0.042,"$1,579",2024/11/09,hydrebad,DESKTOP,data anaytics training
A2139,DataAnalyticsCourse,155,3052,508.67,$199.46,6,$33.24,13,0.046,"$1,362",2024/11/01,HYDERABAD,mobile,data anaytics training
A2140,Data Anlytics Corse,127,4634,662.00,$218.04,7,$31.15,26,0.055,"$1,410",2024-11-02,Hyderbad,tablet,learn data analytics
A2141,Data Anlytics Corse,94,5564,927.33,$203.88,6,$33.98,22,0.064,,2024/11/14,Hyderbad,DESKTOP,data anaytics training
A2142,DataAnalyticsCourse,90,5196,649.50,$192.83,8,$24.10,21,0.089,"$1,783",2024/11/07,hydrebad,DESKTOP,data analytics course
A2143,Data Analytcis Course,161,5749,1437.25,$203.25,4,$50.81,12,0.025,,2024-11-28,hyderabad,tablet,online data analytic
A2144,Data Analytics Corse,157,5483,913.83,$245.31,6,$40.89,24,0.038,,2024-11-22,Hyderbad,Mobile,analytics for data
A2145,Data Analytcis Course,157,4093,511.63,$202.85,8,$25.36,27,0.051,"$1,370",03-11-2024,Hyderbad,Mobile,analytics for data
A2146,Data Anlytics Corse,179,4459,891.80,$181.70,5,$36.34,27,0.041,"$1,320",2024/11/13,Hyderbad,TABLET,data analitics online
A2147,Data Analytics Corse,165,5937,989.50,$220.65,6,$36.78,23,0.036,"$1,576",2024-11-04,HYDERABAD,MOBILE,analytics for data
A2148,DataAnalyticsCourse,167,4475,895.00,$231.64,5,$46.33,13,0.051,"$1,750",2024/11/03,Hyderbad,desktop,online data analytic
A2149,Data Anlytics Corse,126,4212,526.50,$182.54,8,$22.82,29,0.063,"$1,066",19-11-2024,hydrebad,MOBILE,online data analytic
A2150,DataAnalyticsCourse,134,4506,901.20,$220.09,5,$44.02,13,,"$1,745",2024-11-29,Hyderbad,Mobile,data analitics online
A2151,Data Analytics Corse,142,3147,629.40,$190.93,5,$38.19,13,,"$1,740",2024-11-05,Hyderbad,Mobile,learn data analytics
A2152,Data Analytics Corse,,4387,1462.33,$198.93,3,$66.31,22,,"$1,629",2024/11/11,HYDERABAD,Desktop,learn data analytics
A2153,DataAnalyticsCourse,163,5948,1982.67,$184.84,3,$61.61,12,0.049,"$1,248",11-11-2024,Hyderbad,TABLET,data anaytics training
A2154,Data Anlytics Corse,171,4855,809.17,$235.23,6,$39.21,25,0.035,,2024-11-21,hydrebad,Desktop,data analytics course
A2155,Data Analytics Corse,97,4674,467.40,$221.39,10,$22.14,15,0.047,"$1,332",2024-11-07,Hyderbad,tablet,data analytics course
A2156,Data Anlytics Corse,176,3336,370.67,$193.72,9,$21.52,15,,"$1,696",12-11-2024,HYDERABAD,tablet,learn data analytics
A2157,Data Anlytics Corse,129,5839,973.17,$213.72,6,$35.62,10,,"$1,476",2024-11-18,HYDERABAD,DESKTOP,analytics for data
A2158,Data Analytcis Course,178,3943,657.17,$217.96,6,$36.33,29,0.034,"$1,037",2024-11-15,Hyderbad,Mobile,learn data analytics
A2159,Data Analytics Corse,111,3787,378.70,$215.48,10,$21.55,15,,"$1,660",2024/11/14,HYDERABAD,Tablet,online data analytic
A2160,DataAnalyticsCourse,156,4196,839.20,$192.96,5,$38.59,11,,"$1,504",2024-11-26,hyderabad,mobile,learn data analytics
A2161,Data Anlytics Corse,,3408,681.60,$193.07,5,$38.61,20,0.042,"$1,412",2024/11/19,HYDERABAD,Tablet,data analytics course
A2162,Data Analytcis Course,145,4982,996.40,$203.33,5,$40.67,29,0.045,"$1,555",2024/11/23,hydrebad,TABLET,data anaytics training
A2163,Data Analytics Corse,156,5509,1377.25,$185.39,4,$46.35,29,0.044,"$1,649",2024-11-18,Hyderbad,MOBILE,data analitics online
A2164,Data Analytcis Course,127,3797,542.43,$214.67,7,$30.67,20,0.055,"$1,735",2024/11/13,HYDERABAD,Desktop,analytics for data
A2165,DataAnalyticsCourse,121,5064,562.67,$246.78,9,$27.42,13,0.074,"$1,268",01-11-2024,hydrebad,Tablet,online data analytic
A2166,Data Anlytics Corse,98,4217,1054.25,$234.16,4,$58.54,17,,"$1,556",11-11-2024,Hyderbad,TABLET,learn data analytics
A2167,DataAnalyticsCourse,156,3315,331.50,$223.22,10,$22.32,14,0.064,"$1,581",2024-11-20,Hyderbad,Mobile,online data analytic
A2168,Data Anlytics Corse,191,4017,1004.25,$203.52,4,$50.88,,0.021,,2024/11/30,Hyderbad,MOBILE,online data analytic
A2169,Data Analytics Corse,193,5094,1698.00,$205.53,3,$68.51,18,0.016,"$1,451",2024/11/07,hyderabad,MOBILE,data analitics online
A2170,Data Anlytics Corse,167,,0.00,$244.62,9,$27.18,11,,"$1,465",2024-11-10,Hyderbad,TABLET,data analitics online
A2171,Data Analytics Corse,177,5449,1089.80,$190.53,5,$38.11,10,0.028,"$1,257",2024/11/19,hydrebad,mobile,data analytics course
A2172,Data Anlytics Corse,175,5732,1910.67,$208.46,3,$69.49,25,0.017,"$1,579",2024/11/11,Hyderbad,tablet,data analitics online
A2173,Data Analytics Corse,122,4678,1169.50,$248.70,4,$62.18,25,0.031,"$1,744",11-11-2024,HYDERABAD,DESKTOP,data analytics course
A2174,DataAnalyticsCourse,121,4088,1362.67,$223.85,3,$74.62,19,0.025,"$1,248",2024/11/26,HYDERABAD,Mobile,online data analytic
A2175,Data Analytics Corse,125,4528,503.11,$186.60,9,$20.73,10,0.072,"$1,167",2024-11-06,Hyderbad,DESKTOP,data anaytics training
A2176,Data Analytcis Course,81,3946,563.71,$202.95,7,$28.99,10,0.046,"$1,970",2024-11-27,HYDERABAD,Mobile,data anaytics training
A2177,DataAnalyticsCourse,112,4486,1495.33,$249.23,3,$83.08,28,0.027,"$1,572",2024-11-26,hydrebad,DESKTOP,analytics for data
A2178,Data Analytcis Course,152,5290,1322.50,$182.01,4,$45.50,24,,"$1,673",05-11-2024,hyderabad,MOBILE,analytics for data
A2179,Data Analytcis Course,134,5163,1032.60,$245.40,5,$49.08,26,0.047,,2024/11/14,hyderabad,tablet,analytics for data
A2180,Data Analytcis Course,111,3978,795.60,$192.14,5,$38.43,19,0.045,"$1,500",06-11-2024,Hyderbad,DESKTOP,analytics for data
A2181,DataAnalyticsCourse,194,4217,421.70,$187.34,10,$18.73,12,0.052,"$1,669",2024/11/07,Hyderbad,tablet,data anaytics training
A2182,Data Analytics Corse,150,5907,843.86,$241.80,7,$34.54,25,0.047,"$1,430",2024/11/11,hydrebad,DESKTOP,data analitics online
A2183,Data Analytics Corse,100,5970,663.33,$224.79,9,$24.98,13,0.09,"$1,895",2024-11-15,Hyderbad,MOBILE,data anaytics training
A2184,Data Analytcis Course,186,5142,1285.50,$236.20,4,$59.05,18,,"$1,990",2024/11/24,Hyderbad,TABLET,data analitics online
A2185,Data Analytics Corse,130,3715,464.38,$243.34,8,$30.42,12,0.062,"$1,482",2024-11-01,HYDERABAD,DESKTOP,data analitics online
A2186,Data Analytics Corse,158,4192,419.20,$186.25,10,$18.63,27,,"$1,968",06-11-2024,HYDERABAD,tablet,online data analytic
A2187,Data Anlytics Corse,155,5121,640.13,$248.16,8,$31.02,22,0.052,"$1,027",2024/11/06,Hyderbad,TABLET,online data analytic
A2188,Data Analytcis Course,190,5984,997.33,$209.35,6,$34.89,14,0.032,"$1,964",06-11-2024,Hyderbad,Desktop,data analytics course
A2189,DataAnalyticsCourse,191,3220,536.67,$183.33,6,$30.56,20,0.051,"$1,942",2024/11/28,HYDERABAD,TABLET,data anaytics training
A2190,Data Analytics Corse,145,5761,1920.33,$202.07,3,$67.36,17,0.021,"$1,037",2024-11-13,Hyderbad,Mobile,data analitics online
A2191,Data Analytcis Course,102,5683,710.38,$188.73,8,$23.59,28,0.078,"$1,623",2024/11/16,HYDERABAD,tablet,analytics for data
A2192,DataAnalyticsCourse,86,5238,1746.00,$217.28,3,$72.43,13,,"$1,610",2024-11-22,HYDERABAD,DESKTOP,data analitics online
A2193,Data Anlytics Corse,115,5116,1705.33,$227.76,3,$75.92,24,0.041,"$1,748",2024-11-15,HYDERABAD,desktop,learn data analytics
A2194,Data Anlytics Corse,83,4476,559.50,$204.88,8,$25.61,27,,"$1,359",2024/11/02,Hyderbad,TABLET,online data analytic
A2195,Data Anlytics Corse,178,3461,692.20,$238.96,5,$47.79,16,0.028,"$1,321",2024-11-16,hyderabad,mobile,learn data analytics
A2196,Data Analytics Corse,148,5080,846.67,$191.92,6,$31.99,12,0.058,"$1,070",2024/11/17,Hyderbad,TABLET,data analytics course
A2197,Data Analytcis Course,,3334,333.40,$223.21,10,$22.32,14,0.048,"$1,317",03-11-2024,hydrebad,TABLET,data analytics course
A2198,DataAnalyticsCourse,101,5166,1033.20,$203.74,5,$40.75,30,0.05,"$1,763",2024/11/13,HYDERABAD,DESKTOP,data anaytics training
A2199,DataAnalyticsCourse,113,5642,806.00,$245.69,7,$35.10,19,0.062,"$1,366",20-11-2024,hydrebad,MOBILE,data anaytics training
A2200,Data Anlytics Corse,97,5552,925.33,$228.97,6,$38.16,14,0.062,"$1,304",2024-11-07,HYDERABAD,DESKTOP,analytics for data
A2201,Data Analytcis Course,155,3662,915.50,$208.16,4,$52.04,23,0.026,"$1,913",2024-11-27,hyderabad,desktop,online data analytic
A2202,DataAnalyticsCourse,109,5187,741.00,$222.69,7,$31.81,17,,"$1,690",23-11-2024,hydrebad,TABLET,learn data analytics
A2203,Data Anlytics Corse,181,3647,607.83,$227.37,6,$37.90,30,0.033,"$1,412",2024-11-30,HYDERABAD,Desktop,data analytics course
A2204,Data Analytics Corse,131,3626,1208.67,$193.68,3,$64.56,27,0.05,,25-11-2024,hydrebad,Tablet,data analitics online
A2205,Data Analytics Corse,,5650,1883.33,$225.22,3,$75.07,26,,"$1,774",02-11-2024,hyderabad,DESKTOP,online data analytic
A2206,Data Analytcis Course,109,5219,1739.67,$215.76,3,$71.92,15,0.028,"$1,408",18-11-2024,hyderabad,TABLET,learn data analytics
A2207,DataAnalyticsCourse,191,3333,666.60,$187.71,5,$37.54,13,0.026,"$1,360",2024-11-26,hyderabad,Desktop,learn data analytics
A2208,Data Analytics Corse,101,4435,443.50,$222.49,10,$22.25,11,0.099,"$1,277",2024-11-21,Hyderbad,MOBILE,data anaytics training
A2209,Data Analytcis Course,152,5204,743.43,$210.28,7,$30.04,11,0.046,,2024-11-23,hydrebad,MOBILE,online data analytic
A2210,Data Analytcis Course,164,3856,964.00,$241.65,4,$60.41,27,0.024,"$1,786",21-11-2024,Hyderbad,desktop,data anaytics training
A2211,Data Analytcis Course,83,4143,414.30,$203.11,10,$20.31,23,,"$1,517",2024/11/26,Hyderbad,MOBILE,learn data analytics
A2212,Data Analytics Corse,199,5895,1473.75,$239.59,4,$59.90,21,0.02,"$1,592",2024-11-30,hydrebad,mobile,data anaytics training
A2213,DataAnalyticsCourse,141,4039,673.17,$205.80,6,$34.30,28,,"$1,220",2024-11-08,HYDERABAD,DESKTOP,data analitics online
A2214,Data Analytcis Course,131,4773,681.86,$215.36,7,$30.77,26,0.053,"$1,363",2024-11-08,Hyderbad,tablet,data analitics online
A2215,DataAnalyticsCourse,,5360,765.71,$229.38,7,$32.77,30,,"$1,896",2024/11/19,hyderabad,tablet,learn data analytics
A2216,DataAnalyticsCourse,164,5380,1076.00,$223.15,5,$44.63,13,0.047,"$1,661",23-11-2024,HYDERABAD,desktop,analytics for data
A2217,Data Anlytics Corse,149,3323,830.75,$197.76,4,$49.44,23,0.027,"$1,181",2024-11-17,hydrebad,MOBILE,data analitics online
A2218,Data Analytics Corse,112,3870,645.00,$215.05,6,$35.84,26,0.054,"$1,483",2024-11-03,hyderabad,desktop,learn data analytics
A2219,Data Anlytics Corse,139,4486,1121.50,$205.46,4,$51.37,28,0.058,"$1,853",24-11-2024,hydrebad,tablet,online data analytic
A2220,Data Anlytics Corse,105,3384,423.00,$240.41,8,$30.05,26,0.057,"$1,399",2024/11/03,hydrebad,DESKTOP,data analitics online
A2221,DataAnalyticsCourse,83,5066,#DIV/0!,$236.91,,#DIV/0!,22,,,2024-11-21,Hyderbad,DESKTOP,learn data analytics
A2222,Data Analytcis Course,127,5947,1982.33,$209.67,3,$69.89,27,0.024,"$1,155",2024-11-28,Hyderbad,Desktop,learn data analytics
A2223,Data Analytcis Course,133,4286,476.22,$216.16,9,$24.02,18,0.054,"$1,839",08-11-2024,Hyderbad,DESKTOP,data analitics online
A2224,Data Analytics Corse,197,5733,1146.60,$185.09,5,$37.02,14,0.025,"$1,295",2024/11/05,hydrebad,tablet,data anaytics training
A2225,Data Analytcis Course,125,5103,729.00,$221.93,7,$31.70,30,0.052,"$1,398",08-11-2024,hyderabad,Tablet,analytics for data
A2226,Data Analytcis Course,147,5228,580.89,$210.94,9,$23.44,12,,"$1,784",2024-11-28,hydrebad,Desktop,data anaytics training
A2227,Data Analytcis Course,153,3666,916.50,$198.40,4,$49.60,16,0.026,"$1,820",2024/11/20,hydrebad,mobile,learn data analytics
A2228,DataAnalyticsCourse,196,3440,688.00,$212.98,5,$42.60,15,0.026,"$1,539",2024-11-26,hyderabad,TABLET,learn data analytics
A2229,Data Anlytics Corse,87,3031,433.00,$234.25,7,$33.46,17,0.08,"$1,167",2024-11-05,HYDERABAD,Desktop,data analitics online
A2230,DataAnalyticsCourse,151,5957,744.63,$188.22,8,$23.53,15,0.053,"$1,468",2024-11-25,hyderabad,tablet,analytics for data
A2231,Data Analytcis Course,93,4689,1172.25,$197.54,4,$49.39,15,0.043,"$1,073",25-11-2024,hyderabad,mobile,data analitics online
A2232,Data Anlytics Corse,145,3085,617.00,$194.96,5,$38.99,26,0.033,"$1,673",24-11-2024,hydrebad,DESKTOP,online data analytic
A2233,Data Analytics Corse,128,3341,668.20,$185.57,5,$37.11,25,0.039,"$1,516",2024-11-20,HYDERABAD,TABLET,online data analytic
A2234,DataAnalyticsCourse,134,5521,1840.33,$243.57,3,$81.19,15,,"$1,658",24-11-2024,hydrebad,Desktop,online data analytic
A2235,Data Anlytics Corse,104,3696,#DIV/0!,$206.54,,#DIV/0!,28,0.053,"$1,985",2024-11-11,Hyderbad,desktop,data anaytics training
A2236,Data Analytcis Course,177,3765,376.50,$216.48,10,$21.65,26,0.056,"$1,507",2024/11/20,hydrebad,Tablet,data analitics online
A2237,DataAnalyticsCourse,94,5455,1818.33,$249.09,3,$83.03,15,,,14-11-2024,HYDERABAD,MOBILE,analytics for data
A2238,Data Anlytics Corse,198,5260,526.00,$205.53,10,$20.55,13,0.051,"$1,766",2024-11-12,hydrebad,Desktop,analytics for data
A2239,Data Anlytics Corse,140,4404,734.00,$186.01,6,$31.00,23,0.059,"$1,625",2024/11/09,hyderabad,Tablet,analytics for data
A2240,Data Analytcis Course,137,5445,1089.00,$237.51,5,$47.50,20,,"$1,904",25-11-2024,hyderabad,TABLET,learn data analytics
A2241,Data Analytcis Course,153,3068,383.50,,8,0,25,0.052,"$1,165",19-11-2024,Hyderbad,tablet,analytics for data
A2242,Data Anlytics Corse,177,,0.00,$240.09,10,$24.01,26,,,2024/11/08,Hyderbad,mobile,data anaytics training
A2243,DataAnalyticsCourse,100,4042,673.67,,6,0,13,,"$1,678",2024/11/18,Hyderbad,Desktop,analytics for data
A2244,Data Anlytics Corse,160,5645,940.83,$195.42,6,$32.57,25,0.031,"$1,600",16-11-2024,HYDERABAD,TABLET,data analitics online
A2245,Data Analytcis Course,194,3751,750.20,$244.34,5,$48.87,23,0.026,,02-11-2024,hydrebad,Mobile,data analitics online
A2246,Data Analytics Corse,128,5010,715.71,$202.34,7,$28.91,26,0.055,,2024/11/16,HYDERABAD,Tablet,data anaytics training
A2247,Data Analytics Corse,80,4506,901.20,$236.47,5,$47.29,11,,"$1,953",20-11-2024,Hyderbad,DESKTOP,data analytics course
A2248,DataAnalyticsCourse,81,5843,649.22,$209.54,9,$23.28,10,,"$1,979",2024-11-09,hyderabad,tablet,data anaytics training
