Ad_ID,Campaign_Name,Clicks,Impressions,Impressions per conversion,Cost,Leads,Conversions,Conversion Rate,Cost per conversion,Sale_Amount,Ad_Date,Location,Device,Keyword
A2006,data analytcis course,166,4665,518.3333333333334,223.95,23,9,0.054,24.883333333333333,1404.0,2024-11-07,hyderabad,tablet,data analitics online
A2007,data analytics corse,185,3670,917.5,198.66,30,4,0.057,49.665,1440.0,2024-11-13,hydrebad,desktop,data anaytics training
A2008,data anlytics corse,139,4036,807.2,242.12,25,5,0.036,48.424,1329.0,2024-11-26,hyderbad,tablet,learn data analytics
A2009,data analytics corse,142,4497,1499.0,198.98,27,3,0.047,66.32666666666667,1582.0,2024-11-30,hyderabad,tablet,analytics for data
A2010,data analytcis course,173,3705,370.5,197.01,20,10,0.058,19.701,1010.0,2024-11-26,hyderbad,desktop,data anaytics training
A2011,data analytcis course,139,5849,1949.6666666666667,213.9,27,3,0.047,71.3,1146.0,2024-11-25,hyderbad,tablet,learn data analytics
A2012,data analytics corse,153,5283,1761.0,205.72,24,3,0.02,68.57333333333334,1591.0,2024-11-10,hyderabad,desktop,learn data analytics
A2013,data anlytics corse,104,5203,867.1666666666666,241.15,17,6,0.048,40.19166666666667,1164.0,2024-11-28,hyderbad,mobile,data analitics online
A2014,data analytcis course,120,4243,424.3,198.49,15,10,0.083,19.849,1891.0,2024-11-27,hyderabad,desktop,data anaytics training
A2015,data analytics corse,100,3716,464.5,247.95,23,8,0.047,30.99375,1924.0,2024-11-14,hyderabad,mobile,learn data analytics
A2016,data analytcis course,106,3646,520.8571428571429,237.89,28,7,0.046,33.98428571428571,1564.0,2024-11-02,hydrebad,mobile,analytics for data
A2017,data analytcis course,136,4101,455.6666666666667,227.43,28,9,0.057,25.27,1284.0,2024-11-19,hyderabad,tablet,learn data analytics
A2018,data analytcis course,121,3366,480.85714285714283,246.56,25,7,0.047,35.222857142857144,1170.0,2024-11-02,hyderabad,desktop,online data analytic
A2019,data analytcis course,153,3381,676.2,231.35,29,5,0.033,46.269999999999996,1769.0,2024-11-28,hyderabad,tablet,data analytics course
A2020,data analytics corse,111,5003,1667.6666666666667,213.34,29,3,0.047,71.11333333333333,1938.0,2024-11-25,hyderbad,tablet,analytics for data
A2021,data anlytics corse,156,5415,773.5714285714286,198.27,29,7,0.037,28.324285714285715,1918.0,2024-11-17,hydrebad,desktop,data anaytics training
A2022,data anlytics corse,137,3838,639.6666666666666,226.92,18,6,0.044,37.82,1482.0,2024-11-27,hyderbad,tablet,analytics for data
A2023,data analytcis course,138,3002,428.85714285714283,246.3,24,7,0.036,35.18571428571429,1530.0,2024-11-01,hyderabad,tablet,learn data analytics
A2024,data analytics corse,96,3958,989.5,238.06,17,4,0.042,59.515,1750.0,2024-11-07,hyderbad,mobile,online data analytic
A2025,data analytics corse,180,3060,612.0,194.47,21,5,0.054,38.894,1429.0,2024-11-10,hyderabad,tablet,online data analytic
A2026,data analytcis course,132,5514,787.7142857142857,208.57,16,7,0.053,29.795714285714286,1072.0,2024-11-26,hyderbad,mobile,online data analytic
A2027,data analytics course,147,5373,767.5714285714286,233.68,20,7,0.048,33.38285714285714,1685.0,2024-11-01,hyderabad,desktop,data analytics course
A2028,data anlytics corse,84,4720,944.0,213.68,20,5,0.06,42.736000000000004,1412.0,2024-11-21,hyderbad,tablet,data analytics course
A2029,data anlytics corse,82,4330,541.25,228.68,18,8,0.098,28.585,1510.0,2024-11-04,hyderbad,desktop,analytics for data
A2030,data analytics course,173,4365,485.0,213.9,28,9,0.047,23.766666666666666,1311.0,2024-11-06,hyderabad,desktop,data analitics online
A2031,data analytics corse,89,5899,842.7142857142857,226.95,13,7,0.079,32.42142857142857,1058.0,2024-11-10,hyderbad,mobile,data anaytics training
A2032,data analytics course,198,3500,583.3333333333334,206.88,19,6,0.03,34.48,1684.0,2024-11-11,hydrebad,mobile,analytics for data
A2033,data anlytics corse,135,4155,461.6666666666667,207.81,25,9,0.049,23.09,1313.0,2024-11-03,hyderbad,desktop,online data analytic
A2034,data analytics corse,94,5437,906.1666666666666,190.49,16,6,0.044,31.748333333333335,1234.0,2024-11-16,hyderbad,tablet,data anaytics training
A2035,data anlytics corse,151,3251,541.8333333333334,224.8,13,6,0.04,37.46666666666667,1482.0,2024-11-21,hyderabad,desktop,learn data analytics
A2036,data analytcis course,113,5392,1797.3333333333333,205.13,28,3,0.034,68.37666666666667,1208.0,2024-11-17,hyderbad,mobile,online data analytic
A2037,data analytics course,164,5403,675.375,213.0,11,8,0.037,26.625,1482.0,2024-11-22,hydrebad,desktop,analytics for data
A2038,data analytics corse,135,5054,842.3333333333334,224.03,16,6,0.044,37.33833333333333,1765.0,2024-11-07,hyderbad,mobile,data anaytics training
A2039,data analytics corse,116,5757,822.4285714285714,218.69,10,7,0.045,31.24142857142857,1834.0,2024-11-23,hyderabad,mobile,online data analytic
A2040,data analytcis course,139,4485,747.5,220.3,14,6,0.047,36.71666666666667,1801.0,2024-11-01,hyderabad,mobile,data analytics course
A2041,data analytcis course,164,4053,579.0,245.26,28,7,0.043,35.037142857142854,1384.0,2024-11-01,hyderabad,tablet,learn data analytics
A2042,data analytics corse,146,5733,1911.0,225.48,26,3,0.035,75.16,1658.0,2024-11-10,hyderabad,desktop,online data analytic
A2043,data analytics corse,181,3225,645.0,190.25,22,5,0.028,38.05,1677.0,2024-11-10,hyderabad,mobile,learn data analytics
A2044,data analytcis course,156,4170,1390.0,244.72,29,3,0.019,81.57333333333334,1962.0,2024-11-20,hyderbad,desktop,data analitics online
A2045,data analytics corse,182,4039,577.0,240.35,12,7,0.038,34.33571428571428,1214.0,2024-11-13,hyderbad,tablet,data anaytics training
A2046,data analytics course,137,3150,1050.0,184.36,19,3,0.041,61.45333333333334,1218.0,2024-11-29,hyderabad,tablet,data analitics online
A2047,data analytics corse,93,4498,1499.3333333333333,237.67,27,3,0.032,79.22333333333333,1102.0,2024-11-30,hydrebad,mobile,online data analytic
A2048,data anlytics corse,136,4683,936.6,228.82,22,5,0.037,45.763999999999996,1493.0,2024-11-19,hyderabad,desktop,learn data analytics
A2049,data analytics course,194,5620,562.0,194.91,22,10,0.047,19.491,1607.0,2024-11-08,hydrebad,tablet,data analytics course
A2050,data anlytics corse,139,4653,930.6,194.99,11,5,0.054,38.998000000000005,1928.0,2024-11-12,hyderbad,tablet,learn data analytics
A2051,data analytcis course,181,3063,765.75,191.03,15,4,0.022,47.7575,1125.0,2024-11-21,hyderabad,desktop,data anaytics training
A2052,data analytics course,156,3273,409.125,245.27,30,8,0.035,30.65875,1482.0,2024-11-05,hydrebad,tablet,learn data analytics
A2053,data analytcis course,128,4314,862.8,181.68,28,5,0.047,36.336,1456.0,2024-11-25,hydrebad,mobile,analytics for data
A2054,data analytics course,133,5945,990.8333333333334,223.43,16,6,0.045,37.23833333333334,1329.0,2024-11-16,hyderabad,tablet,data anaytics training
A2055,data analytcis course,118,4794,1598.0,233.49,20,3,0.025,77.83,1707.0,2024-11-27,hyderbad,mobile,data analytics course
A2056,data analytics course,191,5227,871.1666666666666,204.87,26,6,0.047,34.145,1605.0,2024-11-20,hyderbad,mobile,data analytics course
A2057,data analytcis course,172,4850,1212.5,242.33,27,4,0.023,60.5825,1391.0,2024-11-21,hyderbad,tablet,data analitics online
A2058,data analytics course,143,5314,590.4444444444445,222.14,21,9,0.063,24.682222222222222,1482.0,2024-11-22,hyderabad,tablet,learn data analytics
A2059,data analytcis course,110,4394,1464.6666666666667,194.23,28,3,0.027,64.74333333333333,1394.0,2024-11-25,hydrebad,tablet,analytics for data
A2060,data anlytics corse,119,5820,582.0,196.42,11,10,0.084,19.642,1707.0,2024-11-22,hydrebad,tablet,learn data analytics
A2061,data anlytics corse,178,5328,592.0,201.9,20,9,0.051,22.433333333333334,1452.0,2024-11-21,hyderabad,mobile,data analytics course
A2062,data analytcis course,139,3557,889.25,190.84,17,4,0.047,47.71,1925.0,2024-11-28,hydrebad,desktop,data analitics online
A2063,data analytics corse,95,4050,810.0,234.79,20,5,0.047,46.958,1783.0,2024-11-18,hyderabad,mobile,data analitics online
A2064,data analytics corse,198,3575,1191.6666666666667,224.07,13,3,0.047,74.69,1070.0,2024-11-09,hyderbad,desktop,data analitics online
A2065,data anlytics corse,134,5570,1392.5,233.77,15,4,0.03,58.4425,1101.0,2024-11-27,hyderabad,mobile,data analytics course
A2066,data analytcis course,83,4883,488.3,228.3,29,10,0.047,22.830000000000002,1456.0,2024-11-07,hydrebad,mobile,learn data analytics
A2067,data analytcis course,187,4753,1584.3333333333333,236.03,13,3,0.054,78.67666666666666,1906.0,2024-11-18,hydrebad,desktop,data analitics online
A2068,data anlytics corse,81,5653,706.625,245.33,23,8,0.099,30.66625,1248.0,2024-11-26,hyderabad,mobile,data analitics online
A2069,data analytics course,144,5750,718.75,184.37,19,8,0.056,23.04625,1098.0,2024-11-26,hydrebad,desktop,learn data analytics
A2070,data analytcis course,161,5766,720.75,221.93,10,8,0.05,27.74125,1830.0,2024-11-13,hydrebad,tablet,online data analytic
A2071,data anlytics corse,90,4424,1106.0,219.77,10,4,0.047,54.9425,1396.0,2024-11-08,hyderbad,desktop,data analitics online
A2072,data analytics corse,128,5043,630.375,231.72,26,8,0.062,28.965,1508.0,2024-11-26,hyderabad,tablet,analytics for data
A2073,data analytcis course,195,4529,647.0,200.36,25,7,0.034,28.622857142857146,1343.0,2024-11-30,hyderbad,tablet,data anaytics training
A2074,data analytcis course,160,5751,1437.75,213.9,28,4,0.04,53.475,1802.0,2024-11-22,hyderabad,mobile,learn data analytics
A2075,data analytics course,176,4518,451.8,237.95,17,10,0.057,23.794999999999998,1933.0,2024-11-11,hyderabad,desktop,analytics for data
A2076,data analytcis course,157,5201,650.125,228.72,14,8,0.051,28.59,1458.0,2024-11-09,hyderabad,mobile,data analitics online
A2077,data analytics course,104,4735,789.1666666666666,233.95,19,6,0.058,38.99166666666667,1493.0,2024-11-23,hyderabad,mobile,learn data analytics
A2078,data analytcis course,117,3014,430.57142857142856,242.24,12,7,0.047,34.605714285714285,1432.0,2024-11-29,hyderabad,mobile,learn data analytics
A2079,data anlytics corse,138,5506,917.6666666666666,192.89,27,6,0.043,32.14833333333333,1261.0,2024-11-02,hydrebad,tablet,learn data analytics
A2080,data analytcis course,84,3758,751.6,232.56,26,5,0.06,46.512,1384.0,2024-11-06,hyderbad,desktop,data analytics course
A2081,data analytcis course,102,4460,743.3333333333334,182.23,15,6,0.059,30.371666666666666,1849.0,2024-11-14,hyderabad,tablet,data analitics online
A2082,data anlytics corse,122,5518,1839.3333333333333,202.0,27,3,0.025,67.33333333333333,1884.0,2024-11-11,hydrebad,tablet,analytics for data
A2083,data analytics corse,198,5542,554.2,234.62,10,10,0.051,23.462,1605.0,2024-11-27,hyderabad,tablet,online data analytic
A2084,data analytics corse,152,5678,1419.5,204.41,22,4,0.047,51.1025,1794.0,2024-11-20,hydrebad,desktop,online data analytic
A2085,data analytics course,147,4608,768.0,180.04,20,6,0.041,30.006666666666664,1351.0,2024-11-21,hydrebad,desktop,data analitics online
A2086,data analytics corse,108,5448,544.8,230.17,12,10,0.052,23.017,1039.0,2024-11-19,hyderabad,desktop,data analytics course
A2087,data anlytics corse,137,5261,1052.2,196.48,23,5,0.036,39.296,1227.0,2024-11-26,hyderbad,tablet,data anaytics training
A2088,data analytics corse,131,4534,503.77777777777777,209.38,16,9,0.069,23.264444444444443,1645.0,2024-11-12,hydrebad,mobile,data analitics online
A2089,data analytcis course,80,3760,940.0,236.82,13,4,0.05,59.205,1927.0,2024-11-21,hyderbad,desktop,learn data analytics
A2090,data analytics corse,114,4157,593.8571428571429,248.56,10,7,0.061,35.50857142857143,1671.0,2024-11-10,hyderabad,desktop,analytics for data
A2091,data anlytics corse,123,4580,654.2857142857143,223.0,15,7,0.057,31.857142857142858,1614.0,2024-11-18,hydrebad,mobile,analytics for data
A2092,data analytcis course,168,4068,813.6,233.54,23,5,0.03,46.708,1636.0,2024-11-27,hyderabad,mobile,analytics for data
A2093,data anlytics corse,180,3072,341.3333333333333,218.47,28,9,0.05,24.274444444444445,1200.0,2024-11-06,hyderabad,mobile,learn data analytics
A2094,data anlytics corse,117,5379,1793.0,240.68,18,3,0.038,80.22666666666667,1361.0,2024-11-06,hyderabad,tablet,analytics for data
A2095,data anlytics corse,103,4885,488.5,221.05,21,10,0.097,22.105,1482.0,2024-11-25,hyderbad,mobile,online data analytic
A2096,data analytics corse,140,5859,651.0,211.08,26,9,0.064,23.453333333333333,1276.0,2024-11-15,hyderabad,desktop,data anaytics training
A2097,data analytcis course,158,4574,571.75,198.9,21,8,0.047,24.8625,1706.0,2024-11-04,hyderabad,desktop,learn data analytics
A2098,data anlytics corse,162,5911,844.4285714285714,232.03,12,7,0.043,33.14714285714286,1613.0,2024-11-09,hyderbad,tablet,data analitics online
A2099,data anlytics corse,122,3440,1146.6666666666667,206.78,20,3,0.025,68.92666666666666,1222.0,2024-11-24,hyderbad,tablet,online data analytic
A2100,data analytcis course,89,4319,431.9,198.79,23,10,0.112,19.878999999999998,1980.0,2024-11-16,hyderbad,mobile,learn data analytics
A2101,data analytics course,119,3956,791.2,188.53,20,5,0.044,37.706,1311.0,2024-11-15,hyderbad,tablet,data anaytics training
A2102,data anlytics corse,155,4220,1406.6666666666667,200.81,20,3,0.019,66.93666666666667,1199.0,2024-11-30,hyderabad,mobile,data analytics course
A2103,data analytcis course,139,3692,923.0,243.6,30,4,0.047,60.9,1954.0,2024-11-01,hyderbad,mobile,analytics for data
A2104,data analytics corse,179,4188,465.3333333333333,231.23,25,9,0.05,25.69222222222222,1936.0,2024-11-19,hyderabad,mobile,online data analytic
A2105,data anlytics corse,194,4534,647.7142857142857,217.93,29,7,0.047,31.132857142857144,1457.0,2024-11-25,hydrebad,mobile,data analytics course
A2106,data analytics course,101,3401,1133.6666666666667,194.12,27,3,0.03,64.70666666666666,1721.0,2024-11-11,hyderbad,mobile,learn data analytics
A2107,data analytics course,110,3382,563.6666666666666,249.88,17,6,0.044,41.64666666666667,1327.0,2024-11-22,hydrebad,mobile,learn data analytics
A2108,data analytics course,179,5366,596.2222222222222,204.5,20,9,0.05,22.72222222222222,1510.0,2024-11-22,hyderbad,tablet,data analitics online
A2109,data analytcis course,193,4611,461.1,197.28,27,10,0.034,19.728,1701.0,2024-11-29,hyderbad,mobile,data analytics course
A2110,data analytcis course,188,4447,555.875,234.18,14,8,0.045,29.2725,1449.0,2024-11-17,hyderbad,mobile,analytics for data
A2111,data analytics corse,139,4075,582.1428571428571,211.41,11,7,0.047,30.201428571428572,1764.0,2024-11-08,hyderabad,tablet,data analitics online
A2112,data analytcis course,177,4230,1057.5,213.46,15,4,0.023,53.365,1389.0,2024-11-06,hyderabad,desktop,analytics for data
A2113,data anlytics corse,152,3729,532.7142857142857,214.23,22,7,0.047,30.604285714285712,2000.0,2024-11-20,hyderabad,tablet,analytics for data
A2114,data anlytics corse,168,4710,523.3333333333334,214.49,15,9,0.054,23.832222222222224,1466.0,2024-11-24,hydrebad,mobile,data anaytics training
A2115,data analytics corse,171,5332,1777.3333333333333,229.69,11,3,0.018,76.56333333333333,1685.0,2024-11-03,hyderabad,mobile,data analytics course
A2116,data analytics course,150,3833,383.3,202.55,29,10,0.047,20.255000000000003,1509.0,2024-11-10,hyderbad,tablet,learn data analytics
A2117,data analytics corse,139,4833,537.0,193.96,23,9,0.047,21.551111111111112,1987.0,2024-11-16,hyderabad,mobile,online data analytic
A2118,data analytcis course,174,4720,472.0,213.9,25,10,0.047,21.39,1209.0,2024-11-21,hyderabad,tablet,analytics for data
A2119,data anlytics corse,127,3131,447.2857142857143,227.93,24,7,0.047,32.56142857142857,1571.0,2024-11-14,hyderabad,desktop,data anaytics training
A2120,data analytics course,148,5147,1286.75,244.42,18,4,0.045,61.105,1348.0,2024-11-30,hydrebad,desktop,data analitics online
A2121,data analytics course,112,5288,528.8,246.27,26,10,0.089,24.627000000000002,1482.0,2024-11-10,hyderbad,mobile,data anaytics training
A2122,data anlytics corse,184,3908,558.2857142857143,240.68,15,7,0.047,34.38285714285714,1332.0,2024-11-23,hyderabad,tablet,analytics for data
A2123,data anlytics corse,116,3380,375.55555555555554,196.75,23,9,0.033,21.86111111111111,1434.0,2024-11-06,hyderabad,mobile,analytics for data
A2124,data analytcis course,152,3948,789.6,189.73,17,5,0.053,37.946,1851.0,2024-11-26,hyderabad,mobile,analytics for data
A2125,data analytcis course,197,3741,415.6666666666667,210.33,24,9,0.046,23.37,1883.0,2024-11-26,hydrebad,desktop,data analytics course
A2126,data anlytics corse,115,5836,972.6666666666666,233.52,21,6,0.052,38.92,1301.0,2024-11-08,hyderabad,mobile,learn data analytics
A2127,data anlytics corse,192,3381,483.0,219.26,28,7,0.036,31.322857142857142,1377.0,2024-11-15,hydrebad,mobile,online data analytic
A2128,data anlytics corse,88,5781,963.5,246.82,21,6,0.057,41.13666666666666,1020.0,2024-11-25,hyderbad,tablet,data analitics online
A2129,data anlytics corse,134,4707,588.375,239.9,29,8,0.06,29.9875,1383.0,2024-11-24,hyderabad,mobile,learn data analytics
A2130,data analytics course,160,5611,561.1,216.65,21,10,0.047,21.665,1714.0,2024-11-30,hyderabad,tablet,learn data analytics
A2131,data analytics corse,195,3174,453.42857142857144,218.06,12,7,0.036,31.15142857142857,1476.0,2024-11-25,hyderbad,mobile,online data analytic
A2132,data analytics corse,142,5076,725.1428571428571,190.49,22,7,0.049,27.212857142857143,1509.0,2024-11-20,hydrebad,mobile,learn data analytics
A2133,data analytcis course,81,5942,848.8571428571429,236.07,15,7,0.047,33.72428571428571,1288.0,2024-11-12,hydrebad,desktop,online data analytic
A2134,data analytics corse,139,4234,1058.5,201.93,16,4,0.047,50.4825,1462.0,2024-11-25,hyderbad,mobile,analytics for data
A2135,data analytcis course,115,3963,440.3333333333333,225.32,22,9,0.078,25.035555555555554,1622.0,2024-11-01,hyderabad,desktop,data analitics online
A2136,data analytics corse,172,4349,869.8,243.53,28,5,0.049,48.706,1195.0,2024-11-13,hyderbad,tablet,online data analytic
A2137,data anlytics corse,91,5294,756.2857142857143,245.21,21,7,0.047,35.03,1227.0,2024-11-26,hyderabad,desktop,online data analytic
A2138,data analytics corse,166,5381,768.7142857142857,246.52,21,7,0.042,35.21714285714286,1579.0,2024-11-09,hydrebad,desktop,data anaytics training
A2139,data analytics course,155,3052,508.6666666666667,199.46,13,6,0.046,33.24333333333333,1362.0,2024-11-01,hyderabad,mobile,data anaytics training
A2140,data anlytics corse,127,4634,662.0,218.04,26,7,0.055,31.148571428571426,1410.0,2024-11-02,hyderbad,tablet,learn data analytics
A2141,data anlytics corse,94,5564,927.3333333333334,203.88,22,6,0.064,33.98,1482.0,2024-11-14,hyderbad,desktop,data anaytics training
A2142,data analytics course,90,5196,649.5,192.83,21,8,0.089,24.10375,1783.0,2024-11-07,hydrebad,desktop,data analytics course
A2143,data analytcis course,161,5749,1437.25,203.25,12,4,0.025,50.8125,1482.0,2024-11-28,hyderabad,tablet,online data analytic
A2144,data analytics corse,157,5483,913.8333333333334,245.31,24,6,0.038,40.885,1482.0,2024-11-22,hyderbad,mobile,analytics for data
A2145,data analytcis course,157,4093,511.625,202.85,27,8,0.051,25.35625,1370.0,2024-11-03,hyderbad,mobile,analytics for data
A2146,data anlytics corse,179,4459,891.8,181.7,27,5,0.041,36.339999999999996,1320.0,2024-11-13,hyderbad,tablet,data analitics online
A2147,data analytics corse,165,5937,989.5,220.65,23,6,0.036,36.775,1576.0,2024-11-04,hyderabad,mobile,analytics for data
A2148,data analytics course,167,4475,895.0,231.64,13,5,0.051,46.327999999999996,1750.0,2024-11-03,hyderbad,desktop,online data analytic
A2149,data anlytics corse,126,4212,526.5,182.54,29,8,0.063,22.8175,1066.0,2024-11-19,hydrebad,mobile,online data analytic
A2150,data analytics course,134,4506,901.2,220.09,13,5,0.047,44.018,1745.0,2024-11-29,hyderbad,mobile,data analitics online
A2151,data analytics corse,142,3147,629.4,190.93,13,5,0.047,38.186,1740.0,2024-11-05,hyderbad,mobile,learn data analytics
A2152,data analytics corse,139,4387,1462.3333333333333,198.93,22,3,0.047,66.31,1629.0,2024-11-11,hyderabad,desktop,learn data analytics
A2153,data analytics course,163,5948,1982.6666666666667,184.84,12,3,0.049,61.61333333333334,1248.0,2024-11-11,hyderbad,tablet,data anaytics training
A2154,data anlytics corse,171,4855,809.1666666666666,235.23,25,6,0.035,39.205,1482.0,2024-11-21,hydrebad,desktop,data analytics course
A2155,data analytics corse,97,4674,467.4,221.39,15,10,0.047,22.139,1332.0,2024-11-07,hyderbad,tablet,data analytics course
A2156,data anlytics corse,176,3336,370.6666666666667,193.72,15,9,0.047,21.524444444444445,1696.0,2024-11-12,hyderabad,tablet,learn data analytics
A2157,data anlytics corse,129,5839,973.1666666666666,213.72,10,6,0.047,35.62,1476.0,2024-11-18,hyderabad,desktop,analytics for data
A2158,data analytcis course,178,3943,657.1666666666666,217.96,29,6,0.034,36.32666666666667,1037.0,2024-11-15,hyderbad,mobile,learn data analytics
A2159,data analytics corse,111,3787,378.7,215.48,15,10,0.047,21.548,1660.0,2024-11-14,hyderabad,tablet,online data analytic
A2160,data analytics course,156,4196,839.2,192.96,11,5,0.047,38.592,1504.0,2024-11-26,hyderabad,mobile,learn data analytics
A2161,data anlytics corse,139,3408,681.6,193.07,20,5,0.042,38.614,1412.0,2024-11-19,hyderabad,tablet,data analytics course
A2162,data analytcis course,145,4982,996.4,203.33,29,5,0.045,40.666000000000004,1555.0,2024-11-23,hydrebad,tablet,data anaytics training
A2163,data analytics corse,156,5509,1377.25,185.39,29,4,0.044,46.3475,1649.0,2024-11-18,hyderbad,mobile,data analitics online
A2164,data analytcis course,127,3797,542.4285714285714,214.67,20,7,0.055,30.667142857142856,1735.0,2024-11-13,hyderabad,desktop,analytics for data
A2165,data analytics course,121,5064,562.6666666666666,246.78,13,9,0.074,27.42,1268.0,2024-11-01,hydrebad,tablet,online data analytic
A2166,data anlytics corse,98,4217,1054.25,234.16,17,4,0.047,58.54,1556.0,2024-11-11,hyderbad,tablet,learn data analytics
A2167,data analytics course,156,3315,331.5,223.22,14,10,0.064,22.322,1581.0,2024-11-20,hyderbad,mobile,online data analytic
A2168,data anlytics corse,191,4017,1004.25,203.52,20,4,0.021,50.88,1482.0,2024-11-30,hyderbad,mobile,online data analytic
A2169,data analytics corse,193,5094,1698.0,205.53,18,3,0.016,68.51,1451.0,2024-11-07,hyderabad,mobile,data analitics online
A2170,data anlytics corse,167,4534,503.77777777777777,244.62,11,9,0.047,27.18,1465.0,2024-11-10,hyderbad,tablet,data analitics online
A2171,data analytics corse,177,5449,1089.8,190.53,10,5,0.028,38.106,1257.0,2024-11-19,hydrebad,mobile,data analytics course
A2172,data anlytics corse,175,5732,1910.6666666666667,208.46,25,3,0.017,69.48666666666666,1579.0,2024-11-11,hyderbad,tablet,data analitics online
A2173,data analytics corse,122,4678,1169.5,248.7,25,4,0.031,62.175,1744.0,2024-11-11,hyderabad,desktop,data analytics course
A2174,data analytics course,121,4088,1362.6666666666667,223.85,19,3,0.025,74.61666666666666,1248.0,2024-11-26,hyderabad,mobile,online data analytic
A2175,data analytics corse,125,4528,503.1111111111111,186.6,10,9,0.072,20.733333333333334,1167.0,2024-11-06,hyderbad,desktop,data anaytics training
A2176,data analytcis course,81,3946,563.7142857142857,202.95,10,7,0.046,28.99285714285714,1970.0,2024-11-27,hyderabad,mobile,data anaytics training
A2177,data analytics course,112,4486,1495.3333333333333,249.23,28,3,0.027,83.07666666666667,1572.0,2024-11-26,hydrebad,desktop,analytics for data
A2178,data analytcis course,152,5290,1322.5,182.01,24,4,0.047,45.5025,1673.0,2024-11-05,hyderabad,mobile,analytics for data
A2179,data analytcis course,134,5163,1032.6,245.4,26,5,0.047,49.08,1482.0,2024-11-14,hyderabad,tablet,analytics for data
A2180,data analytcis course,111,3978,795.6,192.14,19,5,0.045,38.428,1500.0,2024-11-06,hyderbad,desktop,analytics for data
A2181,data analytics course,194,4217,421.7,187.34,12,10,0.052,18.734,1669.0,2024-11-07,hyderbad,tablet,data anaytics training
A2182,data analytics corse,150,5907,843.8571428571429,241.8,25,7,0.047,34.542857142857144,1430.0,2024-11-11,hydrebad,desktop,data analitics online
A2183,data analytics corse,100,5970,663.3333333333334,224.79,13,9,0.09,24.976666666666667,1895.0,2024-11-15,hyderbad,mobile,data anaytics training
A2184,data analytcis course,186,5142,1285.5,236.2,18,4,0.047,59.05,1990.0,2024-11-24,hyderbad,tablet,data analitics online
A2185,data analytics corse,130,3715,464.375,243.34,12,8,0.062,30.4175,1482.0,2024-11-01,hyderabad,desktop,data analitics online
A2186,data analytics corse,158,4192,419.2,186.25,27,10,0.047,18.625,1968.0,2024-11-06,hyderabad,tablet,online data analytic
A2187,data anlytics corse,155,5121,640.125,248.16,22,8,0.052,31.02,1027.0,2024-11-06,hyderbad,tablet,online data analytic
A2188,data analytcis course,190,5984,997.3333333333334,209.35,14,6,0.032,34.891666666666666,1964.0,2024-11-06,hyderbad,desktop,data analytics course
A2189,data analytics course,191,3220,536.6666666666666,183.33,20,6,0.051,30.555000000000003,1942.0,2024-11-28,hyderabad,tablet,data anaytics training
A2190,data analytics corse,145,5761,1920.3333333333333,202.07,17,3,0.021,67.35666666666667,1037.0,2024-11-13,hyderbad,mobile,data analitics online
A2191,data analytcis course,102,5683,710.375,188.73,28,8,0.078,23.59125,1623.0,2024-11-16,hyderabad,tablet,analytics for data
A2192,data analytics course,86,5238,1746.0,217.28,13,3,0.047,72.42666666666666,1610.0,2024-11-22,hyderabad,desktop,data analitics online
A2193,data anlytics corse,115,5116,1705.3333333333333,227.76,24,3,0.041,75.92,1748.0,2024-11-15,hyderabad,desktop,learn data analytics
A2194,data anlytics corse,83,4476,559.5,204.88,27,8,0.047,25.61,1359.0,2024-11-02,hyderbad,tablet,online data analytic
A2195,data anlytics corse,178,3461,692.2,238.96,16,5,0.028,47.792,1321.0,2024-11-16,hyderabad,mobile,learn data analytics
A2196,data analytics corse,148,5080,846.6666666666666,191.92,12,6,0.058,31.986666666666665,1070.0,2024-11-17,hyderbad,tablet,data analytics course
A2197,data analytcis course,139,3334,333.4,223.21,14,10,0.048,22.321,1317.0,2024-11-03,hydrebad,tablet,data analytics course
A2198,data analytics course,101,5166,1033.2,203.74,30,5,0.05,40.748000000000005,1763.0,2024-11-13,hyderabad,desktop,data anaytics training
A2199,data analytics course,113,5642,806.0,245.69,19,7,0.062,35.098571428571425,1366.0,2024-11-20,hydrebad,mobile,data anaytics training
A2200,data anlytics corse,97,5552,925.3333333333334,228.97,14,6,0.062,38.16166666666667,1304.0,2024-11-07,hyderabad,desktop,analytics for data
A2201,data analytcis course,155,3662,915.5,208.16,23,4,0.026,52.04,1913.0,2024-11-27,hyderabad,desktop,online data analytic
A2202,data analytics course,109,5187,741.0,222.69,17,7,0.047,31.812857142857144,1690.0,2024-11-23,hydrebad,tablet,learn data analytics
A2203,data anlytics corse,181,3647,607.8333333333334,227.37,30,6,0.033,37.895,1412.0,2024-11-30,hyderabad,desktop,data analytics course
A2204,data analytics corse,131,3626,1208.6666666666667,193.68,27,3,0.05,64.56,1482.0,2024-11-25,hydrebad,tablet,data analitics online
A2205,data analytics corse,139,5650,1883.3333333333333,225.22,26,3,0.047,75.07333333333334,1774.0,2024-11-02,hyderabad,desktop,online data analytic
A2206,data analytcis course,109,5219,1739.6666666666667,215.76,15,3,0.028,71.92,1408.0,2024-11-18,hyderabad,tablet,learn data analytics
A2207,data analytics course,191,3333,666.6,187.71,13,5,0.026,37.542,1360.0,2024-11-26,hyderabad,desktop,learn data analytics
A2208,data analytics corse,101,4435,443.5,222.49,11,10,0.099,22.249000000000002,1277.0,2024-11-21,hyderbad,mobile,data anaytics training
